LSID	URI	Title	Year	Date Published	Citation	ContainedIn	Edition	ShortTitle	Publisher
urn:lsid:biodiversity.org.au:apni.publication:83863	http://biodiversity.org.au/apni.publication/83863	Thwaites, G.H.K., Enumeratio Plantarum Zeylaniae. 1858- 1864.		1858- 1864	Thwaites, G.H.K., Enumeratio Plantarum Zeylaniae. 1858- 1864.			Enum. pl. Zeyl	
urn:lsid:biodiversity.org.au:apni.publication:83899	http://biodiversity.org.au/apni.publication/83899	Skrifter af Naturhistorie-Selskabet. Copenhagen 2. (1792).		(1792)	Skrifter af Naturhistorie-Selskabet. Copenhagen 2. (1792).				
urn:lsid:biodiversity.org.au:apni.publication:83505	http://biodiversity.org.au/apni.publication/83505	Mueller, F.J.H. von, Plants Collected in Capricornic Western Australia, by H.S. King Esq.. 9 July 1886.		9 July 1886	Mueller, F.J.H. von, Plants Collected in Capricornic Western Australia, by H.S. King Esq.. 9 July 1886.				Mason, Firth & M'Cutcheon
urn:lsid:biodiversity.org.au:apni.publication:84112	http://biodiversity.org.au/apni.publication/84112	The Gardening World. (9 May 1903).		(9 May 1903)	The Gardening World. (9 May 1903).				Maclaren & Sons
urn:lsid:biodiversity.org.au:apni.publication:84139	http://biodiversity.org.au/apni.publication/84139	Transactions of the Horticultural Society of London ser. 2. (1835).		(1835)	Transactions of the Horticultural Society of London ser. 2. (1835).				The Society
urn:lsid:biodiversity.org.au:apni.publication:84154	http://biodiversity.org.au/apni.publication/84154	Edwards's Botanical Register. (1 Mar. 1835 - 1 Feb. 1836).		(1 Mar. 1835 - 1 Feb. 1836)	Edwards's Botanical Register. (1 Mar. 1835 - 1 Feb. 1836).				James Ridgway and Sons
urn:lsid:biodiversity.org.au:apni.publication:84193	http://biodiversity.org.au/apni.publication/84193	On Cultivation of Proteeae. (Dec. 1809).		(Dec. 1809)	On Cultivation of Proteeae. (Dec. 1809).				
urn:lsid:biodiversity.org.au:apni.publication:84276	http://biodiversity.org.au/apni.publication/84276	Bonplandia. 1853-62.		1853-62	Bonplandia. 1853-62.				
urn:lsid:biodiversity.org.au:apni.publication:84302	http://biodiversity.org.au/apni.publication/84302	Radlkofer, L.A.T., Sitzungsberichte der mathematisch-physikalischen Classe der k. b. Akademie der Wissenschaften zu Munchen 13. 1884.		1884	Radlkofer, L.A.T., Sitzungsberichte der mathematisch-physikalischen Classe der k. b. Akademie der Wissenschaften zu Munchen 13. 1884.				
urn:lsid:biodiversity.org.au:apni.publication:84364	http://biodiversity.org.au/apni.publication/84364	Vermischte Botanische Schriften 1. (1825).		(1825)	Vermischte Botanische Schriften 1. (1825).				
urn:lsid:biodiversity.org.au:apni.publication:84385	http://biodiversity.org.au/apni.publication/84385	Hooker, W.J., A Century of Ferns. 1854.		1854	Hooker, W.J., A Century of Ferns. 1854.			Cent. ferns	
urn:lsid:biodiversity.org.au:apni.publication:84453	http://biodiversity.org.au/apni.publication/84453	Plantae Esculentis Insularum Oceani Australis Commentatio Botanica. 1786.		1786	Plantae Esculentis Insularum Oceani Australis Commentatio Botanica. 1786.				
urn:lsid:biodiversity.org.au:apni.publication:84460	http://biodiversity.org.au/apni.publication/84460	Richter, K., Plantae Europeae. (Oct. 1890).		(Oct. 1890)	Richter, K., Plantae Europeae. (Oct. 1890).				
urn:lsid:biodiversity.org.au:apni.publication:84593	http://biodiversity.org.au/apni.publication/84593	Bentham, G., Labiatarum Genera et Species. 1832-1836.		1832-1836	Bentham, G., Labiatarum Genera et Species. 1832-1836.			Labiat. gen. spec,.	
urn:lsid:biodiversity.org.au:apni.publication:84616	http://biodiversity.org.au/apni.publication/84616	Hoffmann, G.F., Deutschlands Flora oder Botanisches Taschenbuch. 1791+.		1791+	Hoffmann, G.F., Deutschlands Flora oder Botanisches Taschenbuch. 1791+.			Deutsch. Fl.	
urn:lsid:biodiversity.org.au:apni.publication:84642	http://biodiversity.org.au/apni.publication/84642	Willdenow, C.L. von, Florae Berolinensis Prodromus. Oct. 1787.		Oct. 1787	Willdenow, C.L. von, Florae Berolinensis Prodromus. Oct. 1787.			Fl. Berol. Prodr.	
urn:lsid:biodiversity.org.au:apni.publication:84712	http://biodiversity.org.au/apni.publication/84712	Voigt, J.O., Hortus Suburbanus Calcuttensis. (1845).		(1845)	Voigt, J.O., Hortus Suburbanus Calcuttensis. (1845).			Hort. suburb. Calcutt.	
urn:lsid:biodiversity.org.au:apni.publication:84075	http://biodiversity.org.au/apni.publication/84075	Dombrain, H.H., The Floral Magazine. (1866).		(1866)	Dombrain, H.H., The Floral Magazine. (1866).				Lovell Reeve & Co
urn:lsid:biodiversity.org.au:apni.publication:84083	http://biodiversity.org.au/apni.publication/84083	Nicholson, G., The Illustrated Dictionary of Gardening. 1884-1901.		1884-1901	Nicholson, G., The Illustrated Dictionary of Gardening. 1884-1901.				
urn:lsid:biodiversity.org.au:apni.publication:84095	http://biodiversity.org.au/apni.publication/84095	The Garden. 1871-1927.		1871-1927	The Garden. 1871-1927.				
urn:lsid:biodiversity.org.au:apni.publication:84894	http://biodiversity.org.au/apni.publication/84894	Bory de Saint-Vincent, J.B.G.M., Voyage dans les quatre Principales ~Zles des mers d'Afrique. Sep. 1804.		Sep. 1804	Bory de Saint-Vincent, J.B.G.M., Voyage dans les quatre Principales ~Zles des mers d'Afrique. Sep. 1804.			Voy. îles Afrique	F. Buisson
urn:lsid:biodiversity.org.au:apni.publication:84732	http://biodiversity.org.au/apni.publication/84732	Kalmia. 1969-.		1969-	Kalmia. 1969-.				
urn:lsid:biodiversity.org.au:apni.publication:84793	http://biodiversity.org.au/apni.publication/84793	Rafinesque, C.S., Florula Ludoviciana. Oct.-Dec. 1817.		Oct.-Dec. 1817	Rafinesque, C.S., Florula Ludoviciana. Oct.-Dec. 1817.				C. Wiley & Co.
urn:lsid:biodiversity.org.au:apni.publication:84851	http://biodiversity.org.au/apni.publication/84851	Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening i Kjobenhavn. 1849-.		1849-	Videnskabelige Meddelelser fra Dansk Naturhistorisk Forening i Kjobenhavn. 1849-.			Vidensk. Meddel. Naturhist. Foren. Kjøbenhavn	
urn:lsid:biodiversity.org.au:apni.publication:84855	http://biodiversity.org.au/apni.publication/84855	Rit Landbunaoardeildar, Atvinnudeild Haskolans. B-Flokkur. 1943-1963.		1943-1963	Rit Landbunaoardeildar, Atvinnudeild Haskolans. B-Flokkur. 1943-1963.				
urn:lsid:biodiversity.org.au:apni.publication:84985	http://biodiversity.org.au/apni.publication/84985	The Journal of Japanese Botany. (Dec. 1965).		(Dec. 1965)	The Journal of Japanese Botany. (Dec. 1965).				Tsumura Laboratory
urn:lsid:biodiversity.org.au:apni.publication:84996	http://biodiversity.org.au/apni.publication/84996	Edinburgh New Philosophical Journal. 1826-1854.		1826-1854	Edinburgh New Philosophical Journal. 1826-1854.			Edinburgh New Philos. J.	
urn:lsid:biodiversity.org.au:apni.publication:84998	http://biodiversity.org.au/apni.publication/84998	Ossterreichische Botanische Zeitschrift. 1942.		1942	Ossterreichische Botanische Zeitschrift. 1942.				
urn:lsid:biodiversity.org.au:apni.publication:85823	http://biodiversity.org.au/apni.publication/85823	Skrifter af Naturhistorie-Selskabet. 1790-1810.		1790-1810	Skrifter af Naturhistorie-Selskabet. 1790-1810.			Skr. Naturhist.-Selsk.	
urn:lsid:biodiversity.org.au:apni.publication:85825	http://biodiversity.org.au/apni.publication/85825	Labillardiere, J.J.H. de, Sertum austro-caledonicum. 1824-1825.		1824-1825	Labillardiere, J.J.H. de, Sertum austro-caledonicum. 1824-1825.			Sert. austro-caledon.	
urn:lsid:biodiversity.org.au:apni.publication:85853	http://biodiversity.org.au/apni.publication/85853	Philosophical Magazine, or Annals of Chemistry, Mathematics, Astronomy, Natural History and General Science. 1827-1832.		1827-1832	Philosophical Magazine, or Annals of Chemistry, Mathematics, Astronomy, Natural History and General Science. 1827-1832.			Philos. Mag. Ann. Chem	
urn:lsid:biodiversity.org.au:apni.publication:85867	http://biodiversity.org.au/apni.publication/85867	Jahresbericht der Pollichia. 1843-88.		1843-88	Jahresbericht der Pollichia. 1843-88.			Jahresb. Pollichia	
urn:lsid:biodiversity.org.au:apni.publication:85935	http://biodiversity.org.au/apni.publication/85935	Annalen des Wiener Museums der Naturgeschichte. 1836-1840.		1836-1840	Annalen des Wiener Museums der Naturgeschichte. 1836-1840.			Ann. Wiener Mus. Naturgesch.	
urn:lsid:biodiversity.org.au:apni.publication:85954	http://biodiversity.org.au/apni.publication/85954	Revue Horticole ser. 3. 1847-1851.		1847-1851	Revue Horticole ser. 3. 1847-1851.				
urn:lsid:biodiversity.org.au:apni.publication:85004	http://biodiversity.org.au/apni.publication/85004	Canadian Journal of Botany. 1951 +.		1951 +	Canadian Journal of Botany. 1951 +.			Canad. J. Bot.	
urn:lsid:biodiversity.org.au:apni.publication:85246	http://biodiversity.org.au/apni.publication/85246	Commentationes Societatis Regiae Scientiarum Gottingensis. Recentiores. 1811-41.		1811-41	Commentationes Societatis Regiae Scientiarum Gottingensis. Recentiores. 1811-41.			Commentat. Soc. Regiae Sci. Gott. Recent.	
urn:lsid:biodiversity.org.au:apni.publication:85267	http://biodiversity.org.au/apni.publication/85267	Annales de la Societe Linneenne de Lyons. 1852- 1936.		1852- 1936	Annales de la Societe Linneenne de Lyons. 1852- 1936.			Ann.Soc.Linn.Lyon	
urn:lsid:biodiversity.org.au:apni.publication:85275	http://biodiversity.org.au/apni.publication/85275	Cuvier, F., Dictionnaire des Sciences Naturelles. 1816-1845.		1816-1845	Cuvier, F., Dictionnaire des Sciences Naturelles. 1816-1845.				
urn:lsid:biodiversity.org.au:apni.publication:85276	http://biodiversity.org.au/apni.publication/85276	Compositae Indica. (1878).		(1878)	Compositae Indica. (1878).				
urn:lsid:biodiversity.org.au:apni.publication:85307	http://biodiversity.org.au/apni.publication/85307	Candolle, A.L.P.P. de, Monographie des Campanulees. (5<NR>6 May 1830).		(5<NR>6 May 1830)	Candolle, A.L.P.P. de, Monographie des Campanulees. (5<NR>6 May 1830).			Monogr. Campan.	
urn:lsid:biodiversity.org.au:apni.publication:85433	http://biodiversity.org.au/apni.publication/85433	Hickenia, boletin del Darwinion. (Nov. 1977).		(Nov. 1977)	Hickenia, boletin del Darwinion. (Nov. 1977).				
urn:lsid:biodiversity.org.au:apni.publication:85488	http://biodiversity.org.au/apni.publication/85488	Raeuschel, E.A., Nomenclator botanicus omnes ab illustr.. (1797).		(1797)	Raeuschel, E.A., Nomenclator botanicus omnes ab illustr.. (1797).			Nomencl. bot.	
urn:lsid:biodiversity.org.au:apni.publication:85576	http://biodiversity.org.au/apni.publication/85576	The Botanical Register 18. (1 Sep. 1832).		(1 Sep. 1832)	The Botanical Register 18. (1 Sep. 1832).				
urn:lsid:biodiversity.org.au:apni.publication:85585	http://biodiversity.org.au/apni.publication/85585	Botany Museum Leaflets of Harvard University. 1923-.		1923-	Botany Museum Leaflets of Harvard University. 1923-.				
urn:lsid:biodiversity.org.au:apni.publication:85651	http://biodiversity.org.au/apni.publication/85651	Wallich, N., Plantae Asiaticae Rariores. 1829-1832.		1829-1832	Wallich, N., Plantae Asiaticae Rariores. 1829-1832.				
urn:lsid:biodiversity.org.au:apni.publication:85692	http://biodiversity.org.au/apni.publication/85692	Journal of South African Botany. 1935+.		1935+	Journal of South African Botany. 1935+.			J.S.African Bot.	
urn:lsid:biodiversity.org.au:apni.publication:85723	http://biodiversity.org.au/apni.publication/85723	Bulletin du Museum d'Histoire Naturelle. Paris [Series 3]. 1974+.		1974+	Bulletin du Museum d'Histoire Naturelle. Paris [Series 3]. 1974+.			Bull.Mus.Hist.Nat.Paris	
urn:lsid:biodiversity.org.au:apni.publication:85765	http://biodiversity.org.au/apni.publication/85765	Natural History of the Flax Family 1. (1959).		(1959)	Natural History of the Flax Family 1. (1959).				
urn:lsid:biodiversity.org.au:apni.publication:85799	http://biodiversity.org.au/apni.publication/85799	Commentationes Societatis Regiae Scientiarum Gottingensis. 1779-1808.		1779-1808	Commentationes Societatis Regiae Scientiarum Gottingensis. 1779-1808.				
urn:lsid:biodiversity.org.au:apni.publication:86480	http://biodiversity.org.au/apni.publication/86480	Eaton, A., Manual of Botany for the Northern States. (23 Mar. - 23 Apr. 1822).		(23 Mar. - 23 Apr. 1822)	Eaton, A., Manual of Botany for the Northern States. (23 Mar. - 23 Apr. 1822).				
urn:lsid:biodiversity.org.au:apni.publication:86562	http://biodiversity.org.au/apni.publication/86562	Observationes Botanicae et Descriptiones Plantarum Novarum Herbarii van Heurckiani. (1870).		(1870)	Observationes Botanicae et Descriptiones Plantarum Novarum Herbarii van Heurckiani. (1870).				
urn:lsid:biodiversity.org.au:apni.publication:86608	http://biodiversity.org.au/apni.publication/86608	Fl. Ryuku Isl.. (1974).		(1974)	Fl. Ryuku Isl.. (1974).				
urn:lsid:biodiversity.org.au:apni.publication:86674	http://biodiversity.org.au/apni.publication/86674	Federation Museums Journal. (1969).		(1969)	Federation Museums Journal. (1969).				
urn:lsid:biodiversity.org.au:apni.publication:86688	http://biodiversity.org.au/apni.publication/86688	Reichenbach, H.G., Beitrage zur Systematischen Pflanzenkunde. (1871).		(1871)	Reichenbach, H.G., Beitrage zur Systematischen Pflanzenkunde. (1871).				
urn:lsid:biodiversity.org.au:apni.publication:86738	http://biodiversity.org.au/apni.publication/86738	Schott, H.W., Rutaceae. Fragmenta Botanica. (1834).		(1834)	Schott, H.W., Rutaceae. Fragmenta Botanica. (1834).			Rutaceae	
urn:lsid:biodiversity.org.au:apni.publication:86766	http://biodiversity.org.au/apni.publication/86766	Trait~P Arbres et Arbustes ed. 2, 2. (1804).		(1804)	Trait~P Arbres et Arbustes ed. 2, 2. (1804).				
urn:lsid:biodiversity.org.au:apni.publication:86804	http://biodiversity.org.au/apni.publication/86804	Ginkgoana, contributions to the flora of Asia and the Pacific Region. (1973).		(1973)	Ginkgoana, contributions to the flora of Asia and the Pacific Region. (1973).				
urn:lsid:biodiversity.org.au:apni.publication:86934	http://biodiversity.org.au/apni.publication/86934	Sulman, A.E., Australian Wild Flowers, ser. 2. (1913).		(1913)	Sulman, A.E., Australian Wild Flowers, ser. 2. (1913).				
urn:lsid:biodiversity.org.au:apni.publication:86944	http://biodiversity.org.au/apni.publication/86944	Marcy, R.B., Exploration of the Red River of Louisiana in the year 1852. (1853).		(1853)	Marcy, R.B., Exploration of the Red River of Louisiana in the year 1852. (1853).			Explor. Red River Louisiana	
urn:lsid:biodiversity.org.au:apni.publication:86351	http://biodiversity.org.au/apni.publication/86351	Copeland, E.B., Genera Filicum. 1947.		1947	Copeland, E.B., Genera Filicum. 1947.				Chronica Botanica
urn:lsid:biodiversity.org.au:apni.publication:86050	http://biodiversity.org.au/apni.publication/86050	Narrative of Travels and Discoveries in Northern and Central Africa. (1826).		(1826)	Narrative of Travels and Discoveries in Northern and Central Africa. (1826).				
urn:lsid:biodiversity.org.au:apni.publication:86057	http://biodiversity.org.au/apni.publication/86057	Schott, H.W. & Endlicher, S.L., Meletemata Botanica. (1832).		(1832)	Schott, H.W. & Endlicher, S.L., Meletemata Botanica. (1832).				Vindobonae
urn:lsid:biodiversity.org.au:apni.publication:86078	http://biodiversity.org.au/apni.publication/86078	George, A.S., Flora of Australia. 1982.		1982	George, A.S., Flora of Australia. 1982.				AGPS
urn:lsid:biodiversity.org.au:apni.publication:86179	http://biodiversity.org.au/apni.publication/86179	Wrightia 3. (31 Dec. 1963).		(31 Dec. 1963)	Wrightia 3. (31 Dec. 1963).				
urn:lsid:biodiversity.org.au:apni.publication:86270	http://biodiversity.org.au/apni.publication/86270	Leigh, J.H. & Mulham, W.E., Pastoral Pl. Riverine Plains. (1965).		(1965)	Leigh, J.H. & Mulham, W.E., Pastoral Pl. Riverine Plains. (1965).				
urn:lsid:biodiversity.org.au:apni.publication:86285	http://biodiversity.org.au/apni.publication/86285	Jacquin, N.J. von, Plantarum Rariorum Horti Caesarei Schoenbrunnensis. 1797-1804.		1797-1804	Jacquin, N.J. von, Plantarum Rariorum Horti Caesarei Schoenbrunnensis. 1797-1804.				
urn:lsid:biodiversity.org.au:apni.publication:86545	http://biodiversity.org.au/apni.publication/86545	Parkinson, S., A Journal of a Voyage to the South Seas, in his Majesty's Ship, The Endeavour. (Jul. 1773).		(Jul. 1773)	Parkinson, S., A Journal of a Voyage to the South Seas, in his Majesty's Ship, The Endeavour. (Jul. 1773).			J.voy. South Seas	
urn:lsid:biodiversity.org.au:apni.publication:87134	http://biodiversity.org.au/apni.publication/87134	Wendland, J.C., Botanische Beobachtungen. (1798).		(1798)	Wendland, J.C., Botanische Beobachtungen. (1798).				
urn:lsid:biodiversity.org.au:apni.publication:87148	http://biodiversity.org.au/apni.publication/87148	Monadelphiae Classis Dissertationes Decem. 1. (Jan.<NR>Apr. 1786).		(Jan.<NR>Apr. 1786)	Monadelphiae Classis Dissertationes Decem. 1. (Jan.<NR>Apr. 1786).				
urn:lsid:biodiversity.org.au:apni.publication:87176	http://biodiversity.org.au/apni.publication/87176	Maund, B., The Botanist. 1836-1842.		1836-1842	Maund, B., The Botanist. 1836-1842.				R. Groombridge Paternoster Row
urn:lsid:biodiversity.org.au:apni.publication:87219	http://biodiversity.org.au/apni.publication/87219	Endlicher, S.L., Enchiridion Botanicum. (15<NR>21 Aug. 1841).		(15<NR>21 Aug. 1841)	Endlicher, S.L., Enchiridion Botanicum. (15<NR>21 Aug. 1841).			Ench. bot.	
urn:lsid:biodiversity.org.au:apni.publication:87242	http://biodiversity.org.au/apni.publication/87242	Cuvier, F., Dictionnaire des Sciences Naturelles. 1816-1845.		1816-1845	Cuvier, F., Dictionnaire des Sciences Naturelles. 1816-1845.				
urn:lsid:biodiversity.org.au:apni.publication:87335	http://biodiversity.org.au/apni.publication/87335	Fitzgerald, R.D., Australian Orchids. Jul. 1875-1894.		Jul. 1875-1894	Fitzgerald, R.D., Australian Orchids. Jul. 1875-1894.				
